DISTRITO,mean
SAN LUIS,18.42902183532715
YURUA,14.38744068145752
BERNAL,13.976116180419922
MEGANTONI,13.721226692199707
SEPAHUA,13.263422966003418
CALLERIA,13.078770637512207
YAGUAS,12.7771635055542
CHILETE,12.54155445098877
INAMBARI,12.439791679382324
TAHUANIA,12.080192565917969
FERNANDO LORES,12.034412384033203
ANDOAS,11.947279930114746
RIO SANTIAGO,11.896994590759277
BALSAPUERTO,11.8963041305542
MASISEA,11.640734672546387
